nome,categoria,prezzo,tacco,taglie,colore,link
Sandalo doppia fibbia da donna in pelle scamosciata celeste,Sandali Bassi,129,Senza tacco,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.comSandali Bassi/products/sandalo-doppia-fibbia-da-donna-in-pelle-scamosciata-celeste
Ciabattine da donna scamosciate con fascia colore beige,Sandali Bassi,79,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-con-fascia-colore-beige
Ciabattine da donna scamosciate colore marrone chiaro e marrone scuro,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Marrone Scuro,https://www.leonardoshoes.comSandali Bassi/products/copia-del-ciabattine-da-donna-scamosciate-colore-marrone-chiaro-e-marrone-scuro
Ciabattine da donna in pelle colore arancio,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-in-pelle-colore-arancio
Ciabattine da donna in pelle scamosciata colore arancio,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-in-pelle-scamosciata-colore-arancio
Ciabattine da donna scamosciate colore arancio e marrone,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-colore-arancio-e-marrone
Sandali donna infradito in pelle color nero,Sandali Bassi,149,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comSandali Bassi/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-nera-con-fibbia-dorata
Ciabattine da donna scamosciate con fascia colore turchese,Sandali Bassi,79,1,35 36 37 38 39 40 41,Turchese,https://www.leonardoshoes.comSandali Bassi/products/copia-del-ciabattine-da-donna-in-pelle-scamosciata-colore-viola
Sandali Celestia da donna stile romano antico in pelle marrone,Sandali Bassi,99,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comSandali Bassi/products/sandali-celestia-da-donna-stile-romano-antico-in-pelle-marrone
Sandali Eclipse da donna stile romano antico in pelle colore nero,Sandali Bassi,99,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comSandali Bassi/products/sandali-eclipse-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Sinfonia da donna stile romano antico in pelle colore nero,Sandali Bassi,99,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comSandali Bassi/products/sandali-sinfonia-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Arcadia da donna stile romano antico in pelle colore nero,Sandali Bassi,99,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comSandali Bassi/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Arcadia da donna stile romano antico in pelle marrone,Sandali Bassi,99,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comSandali Bassi/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-marrone
Sandali alla caviglia da donna stile romano in pelle colore nero,Sandali Bassi,149,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comSandali Bassi/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-colore-nero
Sandali alla caviglia da donna stile romano in pelle marrone,Sandali Bassi,149,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comSandali Bassi/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-marrone
Sandali Celestia da donna stile romano antico in pelle colore nero,Sandali Bassi,99,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comSandali Bassi/products/sandali-celestia-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Eclipse da donna stile romano antico in pelle marrone,Sandali Bassi,99,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comSandali Bassi/products/sandali-eclipse-da-donna-stile-romano-antico-in-pelle-marrone
Ciabattine da donna scamosciate colore giallo e marrone,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Giallo,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone-1
Ciabattine da donna scamosciate colore beige e marrone,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Beige,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone
Sandali donna infradito in pelle marrone.,Sandali Bassi,149,1,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.comSandali Bassi/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-testa-di-moro-con-fibbia-dorata
Ciabattine da donna scamosciate con fascia colore giallo,Sandali Bassi,79,1,35 36 37 38 39 40 41,Giallo,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-con-fascia-colore-giallo
Ciabattine da donna scamosciate con fascia colore marrone chiaro,Sandali Bassi,79,1,35 36 37 38 39 40 41,Marrone Chiaro,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-con-fascia-colore-marrone-chiaro
Ciabattine da donna scamosciate con fascia colore marrone scuro,Sandali Bassi,79,1,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-con-fascia-colore-marrone-scuro
Ciabattine da donna scamosciate con fascia colore viola,Sandali Bassi,79,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-con-fascia-colore-viola
Ciabattine da donna scamosciate colore viola con fibbia,Sandali Bassi,79,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-scamosciate-colore-viola-con-fibbia
Ciabattine da donna in pelle colore bianco e marrone,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Bianco,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-in-pelle-colore-arancio-e-marrone
Ciabattine da donna in pelle colore marrone chiaro,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Marrone Chiaro,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-in-pelle-colore-bianco-e-marrone
Ciabattine da donna in pelle colore nero,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Nero,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-in-pelle-colore-nero
Sandalo doppia fascia da donna in pelle scamosciata beige,Sandali Bassi,99,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.comSandali Bassi/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-beige
Ciabattine da donna in pelle metallizzata colore rosa,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.comSandali Bassi/products/ciabattine-da-donna-in-pelle-metallizzata-colore-rosa
Ciabattine da donna in pelle colore rosa,Sandali Bassi,79,1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.comSandali Bassi/products/copia-del-ciabattine-da-donna-in-pelle-colore-rosa
Stivaletti texani da donna fatti a mano in pelle di camoscio cuoio con cerniera,Stivali Texani,124.5,6,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivaletti-texani-da-donna-fatti-a-mano-in-pelle-di-camoscio-cuoio-con-cerniera
Stivaletto texano da donna in camoscio color ardesia con ricamo.,Stivali Texani,229,6,35 36 37 38 39 40 41,Cuoio ,https://www.leonardoshoes.comStivali Texani/products/copia-del-stivaletto-texano-da-donna-in-camoscio-color-cuoio-con-ricamo
Stivali texani da donna sfoderati in camoscio tortora,Stivali Texani,249,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-da-donna-sfoderati-in-camoscio-tortora
Stivali texani da donna sfoderati in camoscio marrone.,Stivali Texani,249,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-da-donna-sfoderati-in-camoscio-marrone-con-ricami
Stivali texani alti da donna fatti a mano in pelle nera con cerniera,Stivali Texani,269,6,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-alti-da-donna-fatti-a-mano-in-pelle-di-vitello-nera-con-cerniera
Stivali alti texani da donna fatti a mano in pelle color cuoio con cerniera,Stivali Texani,269,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivali-alti-texani-da-donna-fatti-a-mano-in-pelle-color-cuoio-con-cerniera
Stivale texano da donna in pelle nera con ricamo,Stivali Texani,249,6,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comStivali Texani/products/stivale-texano-da-donna-in-pelle-nera-con-ricamo
Stivale texano da donna in pelle marrone con ricamo,Stivali Texani,249,6,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivale-texano-da-donna-in-pelle-marrone-con-ricamo
Stivali texani da donna sfoderati in pelle vintage nera,Stivali Texani,229,6,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-da-donna-sfoderati-in-pelle-vintage-nera-con-ricami
Stivali texani medi da donna in pelle colore marrone con ricami.,Stivali Texani,229,6,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-medi-da-donna-in-pelle-colore-marrone-con-ricami
Stivali texani da donna sfoderati in pelle vintage marrone.,Stivali Texani,229,6,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-da-donna-sfoderati-in-pelle-vintage-marrone-con-ricami
Stivali texani medi da donna in camoscio blu con ricami.,Stivali Texani,229,6,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-medi-da-donna-in-camoscio-blu-con-ricami
Stivaletto texano da donna in camoscio color cioccolato con ricamo,Stivali Texani,229,6,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/texano-da-donna-in-camoscio-color-cioccolato-con-riccamo
Stivali texani bassi da donna sfoderati in pelle vintage nera,Stivali Texani,199,6,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-da-donna-sfoderati-in-pelle-vintage-nera-con-ricami-1
Stivali texani bassi da donna in camoscio beige con ricami.,Stivali Texani,199,6,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-bassi-da-donna-in-camoscio-beige-con-ricami
Stivali texani bassi da donna in camoscio marrone bruciato con ricami.,Stivali Texani,199,6,35 36 37 38 39 40 41,Marrone Chiaro,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-bassi-da-donna-in-camoscio-marrone-bruciato-con-ricami
Stivali texani bassi da donna in camoscio marrone scuro con ricami.,Stivali Texani,199,6,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-bassi-da-donna-in-camoscio-marrone-scuro-con-ricami
Stivaletto texano da donna in camoscio color azzurro con ricamo.,Stivali Texani,199,6,35 36 37 38 39 40 41,Celeste ,https://www.leonardoshoes.comStivali Texani/products/stivaletto-texano-da-donna-in-camoscio-color-azzurro-con-ricamo-1
Stivali texani medi da donna in camoscio marrone  con ricami.,Stivali Texani,229,6,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-medi-da-donna-in-camoscio-marrone-con-ricami
Stivali texani medi da donna in camoscio beige chiaro con ricami.,Stivali Texani,229,6,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-medi-da-donna-in-camoscio-beige-chiaro-con-ricami
Stivali texani medi da donna in pelle colore bianco con ricami.,Stivali Texani,229,6,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-medi-da-donna-in-pelle-colore-bianco-con-ricami
Stivali texani bassi da donna sfoderati in pelle vintage marrone,Stivali Texani,199,6,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.comStivali Texani/products/stivali-texani-da-donna-sfoderati-in-pelle-vintage-marrone-con-ricami-1
Anfibio da donna con dettagli brogue in pelle colore testa di moro,Polacchine,289,2,35 36 37 38 39 40 41 42,Marrone,https://www.leonardoshoes.comPolacchine/products/anfibio-da-donna-con-dettagli-brogue-in-pelle-colore-testa-di-moro
Anfibio da donna con dettagli brogue in pelle pieno fiore colore marrone chiaro,Polacchine,289,9,35 36 37 38 39 40 41,Marrone Chiaro,https://www.leonardoshoes.comPolacchine/products/anfibio-da-donna-con-dettagli-brogue-in-pelle-pieno-fiore-colore-marrone-chiaro
Stivaletto anfibio da donna con dettagli brogue in pelle lavata colore cuoio scuro,Polacchine,249,3,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.comPolacchine/products/stivaletto-anfibo-da-donna-con-dettagli-brogue-papua-in-pelle-lavata-colore-cuoio-scuro
Stivaletto anfibio da donna con dettagli brogue paupa in pelle lavata colore nero,Polacchine,249,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.comPolacchine/products/stivaletto-anfibo-da-donna-con-dettagli-brogue-papua-in-pelle-lavata-colore-nero
Sandalo slingback da donna in pelle colore nero con punta quadrata,Slingback,€149.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-slingback-da-donna-in-pelle-nera-con-punta-squadrata
Sandalo slingback da donna in pelle colore bianco con punta quadrata,Slingback,€149.00,5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/slingback/products/sandalo-slingback-da-donna-in-pelle-bianca-con-punta-squadrata
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore nero,Slingback,€135.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-nero
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore marrone,Slingback,€135.00,3,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-marrone
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore beige,Slingback,€135.00,3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-beige
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore glicine,Slingback,€135.00,3,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-glicine
Sandalo chiuso tacco medio da donna a punta in pelle colore verde,Slingback,€135.00,3,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-verde
Sandalo chiuso tacco medio da donna a punta in pelle colore nero,Slingback,€135.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-colore-nero-1
Décolleté da donna in raso nero con accessorio fatto a mano in Italia,Slingback,€159.00,8,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollete-da-donna-in-raso-nero-con-accessorio-fatto-a-mano-in-italia
Sandalo da donna a forma in pelle scamosciata colore nero con glitter applicati,Slingback,€151.00,9,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-da-donna-a-forma-in-pelle-scamosciata-colore-nero-con-glitter-applicati
Décolleté slingback con tacco alto da donna in camoscio nude fatte a mano,Slingback,€85.00,9,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decolte-slingback-con-tacco-alto-da-donna-in-camoscio-nude-fatte-a-mano
Décolleté slingback da donna in pelle colore nero a punta,Slingback,€135.00,7,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollete-slingback-da-donna-in-pelle-colore-nero-a-punta
Décolleté slingback da donna in pelle colore crema a punta squadrata,Slingback,€135.00,7,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decollete-slingback-da-donna-in-pelle-colore-crema-a-punta
Décolleté da donna in pelle verniciata colore nero a punta,Slingback,€135.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollette-da-donna-in-pelle-verniciata-colore-nero-a-punta
Décolleté da donna in pelle verniciata celeste a punta,Slingback,€135.00,5,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/slingback/products/decollette-da-donna-in-pelle-verniciata-celeste-a-punta
Décolleté con tacco alto da donna in pelle colore verde,Slingback,€135.00,9,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-verde
Décolleté con tacco alto da donna in pelle colore glicine,Slingback,€135.00,9,35 36 37 38 39 40 41,Lillia,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-glicine
Décolleté con tacco alto da donna in pelle colore crema,Slingback,€135.00,9,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-crema
Décolleté con tacco alto da donna in pelle colore nero,Slingback,€135.00,9,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-nero
Décolleté da donna in pelle verniciata colore beige a punta,Slingback,€135.00,5,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decollete-da-donna-in-pelle-verniciata-colore-beige-a-punta
Sandalo slingback da donna in pelle marrone con punta squadrata,Slingback,€149.00,5,35 36 37 38 39 40 41,Marrone ,https://www.leonardoshoes.com/collections/slingback/products/sandalo-slingback-da-donna-in-pelle-marrone-con-punta-squadrat
Mocassino flessibile da donna in pelle scamosciata verde,Mocassini,€139.00,Senza tacco,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-verde
Mocassino flessibile da donna in pelle scamosciata celeste,Mocassini,€139.00,Senza tacco,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-celeste
Mocassino flessibile da donna in pelle scamosciata rosa,Mocassini,€139.00,Senza tacco,35 36 37 38 39 40 41,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-rosa
Mocassino flessibile da donna in pelle scamosciata celeste e fondo in gomma,Mocassini,€129.00,1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-celeste-e-fondo-in-gomma
Mocassino da donna in pelle scamosciata marrone con fibbia oro,Mocassini,€149.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-marrone-con-fibbia-oro
Mocassino da donna in pelle scamosciata celeste con fibbia oro,Mocassini,€149.00,1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-celeste-con-fibbia-oro
Mocassino da donna in pelle scamosciata con morsetto colore viola,Mocassini,€169.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-con-morsetto-colore-viola
Mocassino flessibile da donna in pelle scamosciata  blu,Mocassini,€139.00,Senza tacco,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-blu
Mocassino da donna in camoscio color menta.,Mocassini,€84.50,1,35 36 37 38 39 40 41,Verde Menta,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-camoscio-color-menta
Mocassino da donna in pelle colore nero con morsetto oro,Mocassini,€189.00,1,35 36 37 38 39 40 41 42,Nero,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-colore-nero-con-morsetto-oro
Mocassino artigianale da donna in camoscio color cuoio fatto a mano.,Mocassini,€129.00,1,34 35 36 37 38 39 40 41 42,Cuoio ,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-artigianale-da-donna-in-camoscio-color-cuoio-fatto-a-mano
Mocassino artigianale da donna in camoscio color blu scuro fatto a mano.,Mocassini,€129.00,1,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-artigianale-da-donna-in-camoscio-color-blu-scuro-fatto-a-mano
Mocassino artigianale da donna in camoscio color verde fatto a mano.,Mocassini,€129.00,1,35 36 37 38 39 40 41,Verde ,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-artigianale-da-donna-in-camoscio-color-verde-fatto-a-mano
Mocassino da donna in pelle colore marrone con morsetto oro,Mocassini,€151.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-colore-marrone-con-morsetto-oro
Mocassino da donna in pelle beige con morsetto oro,Mocassini,€151.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-colore-marrone-chiaro-con-morsetto-oro
Mocassino da donna a sacchetto in camoscio lilla,Mocassini,€179.00,1,35 36 37 38 39 40 41,Lilla,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-a-sacchetto-in-camoscio-lilla
Mocassino da donna a sacchetto in camoscio blu,Mocassini,€179.00,1,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-a-sacchetto-in-camoscio-blu
Mocassino da donna a sacchetto in camoscio beige,Mocassini,€179.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-a-sacchetto-in-camoscio-beige
Mocassino da donna a sacchetto in camoscio arancio,Mocassini,€179.00,1,35 36 37 38 39 40 41,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-a-sacchetto-in-camoscio-arancio
Mocassino da donna tubolare in camoscio marrone scuro,Mocassini,€149.00,Senza tacco,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-tubolare-in-camoscio-marrone-scuro
Mocassino da donna tubolare in pelle grigio,Mocassini,€149.00,Senza tacco,35 36 37 38 39 40 41,Grigio,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-tubolare-in-pelle-grigio
Mocassino da donna tubolare in pelle blu,Mocassini,€149.00,Senza tacco,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-tubolare-in-pelle-blu
Mocassino da donna tubolare in camoscio rosso,Mocassini,€149.00,Senza tacco,35 36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-tubolare-in-camoscio-rosso
Mocassino da donna con lacci in pelle marrone scuro,Mocassini,€159.00,Senza tacco,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-lacci-in-pelle-marrone-scuro
Mocassino da donna con lacci in pelle rosso,Mocassini,€159.00,Senza tacco,35 36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-lacci-in-pelle-rosso
Mocassino da donna con lacci in pelle bianco,Mocassini,€159.00,Senza tacco,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-lacci-in-pelle-bianco
Mocassino da donna con lacci in pelle nero,Mocassini,€159.00,Senza tacco,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-lacci-in-pelle-nero
Mocassino da donna con lacci in pelle blu,Mocassini,€159.00,Senza tacco,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-lacci-in-pelle-blu
Mocassino flessibile da donna in pelle scamosciata nude,Mocassini,€139.00,Senza tacco,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-nude
Mocassino da donna a sacchetto in camoscio celeste,Mocassini,€179.00,1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-a-sacchetto-in-camoscio-celeste
Mocassino flessibile da donna in pelle scamosciata marrone,Mocassini,€139.00,Senza tacco,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-marrone
Mocassino da donna in pelle scamosciata blu con fibbia oro,Mocassini,€149.00,1,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-blu-con-fibbia-oro
Mocassino flessibile da donna in pelle scamosciata taupe e fondo in gomma,Mocassini,€129.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-flessibile-da-donna-in-pelle-scamosciata-taupe-e-fondo-in-gomma
Mocassino da donna con lacci in pelle marrone,Mocassini,€159.00,Senza tacco,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-lacci-in-pelle-marrone
Mocassino da donna paupa in pelle lavata colore cuoio scuro,Mocassini,€229.00,3,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-papua-in-pelle-lavata-colore-cuoio-scuro
Mocassino da donna classico in pelle scamosciata colore rosa,Mocassini,€169.00,1,36 37 38 39 40 41,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-colore-rosa
Mocassino da donna classico in pelle scamosciata colore verde,Mocassini,€169.00,1,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-colore-verde
Mocassino da donna classico in pelle scamosciata colore blu,Mocassini,€169.00,1,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-colore-blu
Mocassino da donna classico in pelle scamosciata colore rosa,Mocassini,€169.00,1,35 36 37 38 39 40 41,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-colore-rosa-1
Mocassino da donna con morsetto e fibbia in pelle colore viola,Mocassini,€229.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-morsetto-e-fibbia-in-pelle-colore-viola
